id,author,year,country,intervention,title,instrument,sample.stroke.baseline,sample.healthy.baseline,patient.type,group.id,age,age.sd,male,female,m.f,m.f.1,isch,hem,tia,lacunar,sah,other.or.undetermined,prev.stroke,instrument.subtest,instrument.detail,domain,day1i,n1i,m1i,sd1i,day2i,n2i,m2i,sd2i,Ni,design,quality,score,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,diff.days,stage,age.group,interv.type,exposure,exp.of.int,all.domains,all.prev.stroke,yi,vi,group.id.orig
",mmse,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.073,total,mmse,global cognition,135,39,27.9,1.9,738,37,27.6,3.2,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.113578838,0.052757324,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",moca,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.073,total,moca,global cognition,135,39,24.1,2.6,738,37,24.1,3.4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0,0.052668053,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tics,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,modif,tics-modif,global cognition,135,39,24.3,4.2,738,37,23.9,4.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.091049096,0.05272542,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,a [sec],tmt-a [sec],psych-mot sp,135,39,58.1,30.7,738,37,60.2,41.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.0575236,0.052690951,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,a [corrct ans],tmt-a [corrct ans],psych-mot sp,135,39,24.6,2.9,738,37,24,2.9,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.204791327,0.052958281,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,b [sec],tmt-b [sec],hlcf,135,39,151.5,78.9,738,37,149.3,81.6,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.027143884,0.052673151,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,b [corrct ans],tmt-b [corrct ans],hlcf,135,39,21.9,5.7,738,37,22.8,3.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.184379518,0.052903309,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",iqcode,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,total,iqcode,global cognition,135,39,-3,0.5,738,37,-3,0.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0,0.052668053,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",knafelc,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,total,knafelc,global cognition,135,39,10.9,9.9,738,37,9,7.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.211359946,0.052977197,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",anim nam,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,total,anim nam,language,135,39,15.8,5.4,738,37,17.5,5.4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.311611494,0.053340013,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,1 [accu],stroop-1 [accu],language,135,39,23.2,1.2,738,37,22.9,2.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.143435356,0.052810426,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,1 [sec],stroop-1 [sec],language,135,39,54.6,20.5,738,37,53.3,29.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.050897193,0.05268598,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,2 [accu],stroop-2 [accu],language,135,39,23.4,1.1,738,37,23,2.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.206902405,0.052964295,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,2 [sec],stroop-2 [sec],language,135,39,46,19.9,738,37,47.9,28,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.07777184,0.052709909,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,3 [accu],stroop-3 [accu],hlcf,135,39,20,5.2,738,37,20.5,4.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.105364336,0.052744878,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,3 [sec],stroop-3 [sec],hlcf,135,39,67.3,34.8,738,37,66,31.9,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.038502324,0.052678311,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,interf [accu],stroop-interf [accu],hlcf,135,39,-3.4,5.3,738,37,3.1,4.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,1.353299975,0.065341788,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,interf [sec],stroop-interf [sec],hlcf,135,39,21.3,22.3,738,37,23.4,23.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.090407803,0.052724615,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",mmse,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,telephone,mmse-telephone,global cognition,135,39,20.4,1.7,738,37,20.1,4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.097541706,0.052733894,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tics,83,NA,ischemic or hem,ll [intensive] - 20,74.2,6.4,0.769,0.231,39,39,1,0,NA,NA,NA,NA,0.119,telephone,tics-telephone,global cognition,135,39,24.3,4.2,738,37,25,6.4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.128697677,0.052782672,ll [intensive]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",ace-r,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.119,total,ace-r,global cognition,135,38,86,7.6,687,37,78.2,22.2,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.467790861,0.054878397,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",mmse,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.119,total,mmse,global cognition,135,38,27.9,1.9,687,37,24.3,6.9,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.708214935,0.056862464,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",moca,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.119,total,moca,global cognition,135,38,24.1,2.6,687,37,21.8,6.3,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.474641809,0.054923704,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tics,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,modif,tics-modif,global cognition,135,38,24.3,4.2,687,37,21.4,7.4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.478708459,0.05495091,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,a [sec],tmt-a [sec],psych-mot sp,135,38,58.1,30.7,687,37,89.6,91.4,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.459778228,0.054826242,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,a [corrct ans],tmt-a [corrct ans],psych-mot sp,135,38,24.6,2.9,687,37,22.8,5.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.395531581,0.054440637,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,b [sec],tmt-b [sec],hlcf,135,38,151.5,78.9,687,37,195.7,141.8,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.382615353,0.054370108,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",tmt,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,b [corrct ans],tmt-b [corrct ans],hlcf,135,38,21.9,5.7,687,37,20.3,7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.248418092,0.053775864,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",iqcode,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,total,iqcode,global cognition,135,38,-3,0.5,687,37,-3.1,0.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.19793696,0.053617747,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",knafelc,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,total,knafelc,global cognition,135,38,10.9,9.9,687,37,16.9,21.2,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.360503006,0.0542548,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",anim nam,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,total,anim nam,language,135,38,15.8,5.4,687,37,14,6.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.309499238,0.054015001,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,1 [accu],stroop-1 [accu],language,135,38,23.2,1.2,687,37,20.9,6.7,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.476010319,0.054932834,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,1 [sec],stroop-1 [sec],language,135,38,54.6,20.5,687,37,77,71.9,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.421795192,0.05459127,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,2 [accu],stroop-2 [accu],language,135,38,23.4,1.1,687,37,21.4,6.3,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.440551866,0.054704773,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,2 [sec],stroop-2 [sec],language,135,38,46,19.9,687,37,66.1,73.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.371657344,0.054312108,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,3 [accu],stroop-3 [accu],hlcf,135,38,20,5.2,687,37,17,7.5,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.461192718,0.054835384,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,3 [sec],stroop-3 [sec],hlcf,135,38,67.3,34.8,687,37,87.6,74.3,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.347827376,0.054191795,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,interf [accu],stroop-interf [accu],hlcf,135,38,-3.4,5.3,687,37,6.5,7.6,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,1.499019977,0.069111081,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",stroop,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,interf [sec],stroop-interf [sec],hlcf,135,38,21.3,22.3,687,37,38.2,49.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,0.440615832,0.054705168,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
",mmse,83,NA,ischemic or hem,ll [guideline] - 20,74.4,6.9,0.816,0.184,38,38,1,0,NA,NA,NA,NA,0.077,telephone,mmse-telephone,global cognition,135,38,20.4,1.7,687,37,18.2,6.1,83,NA,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,>729 days,>70-81,pharmacological,NA,pharmacological,global cognition | psych-mot sp | hlcf | language,10,-0.489128865,0.055021681,ll [guideline]
20,Bath et al.,2017,England,yes,"Intensive versus Guideline Blood Pressure and Lipid Lowering in Patients with Previous Stroke: Main Results from the Pilot 'Prevention of Decline in Cognition after Stroke Trial' (PODCAST) Randomised Controlled Trial
